    Finished `release` profile [optimized] target(s) in 0.04s
     Running `target/release/train_dmc --num-envs 256 --steps 20000000 --batch-size 1024 --train-freq 4 --eval-freq 1000000 --eval-random-matches 100 --eval-naive-matches 0 --eval-smart-matches 0 --save-freq 500000 --pool-frac 0`
Device: CUDA
Envs: 256, Steps: 20000000, LR: 0.0003, Hidden: 1024
Training: batch=1024, freq=4
PER: alpha=0.6, beta=0.4->1
Opponents: 90% self, 0% pool, 10% random

      Step |   Eps |  Beta |  Buffer |     Loss | Episodes | Steps/s
   3150000 | 0.156 | 0.494 | 2000000 |   0.0279 | 21693761 |     448
   3160000 | 0.155 | 0.495 | 2000000 |   0.0280 | 21762628 |     451
   3170000 | 0.155 | 0.495 | 2000000 |   0.0276 | 21831500 |     444
   3180000 | 0.155 | 0.495 | 2000000 |   0.0276 | 21900363 |     450
   3190000 | 0.154 | 0.496 | 2000000 |   0.0274 | 21969216 |     446
   3200000 | 0.154 | 0.496 | 2000000 |   0.0276 | 22038086 |     431
   3210000 | 0.154 | 0.496 | 2000000 |   0.0277 | 22106952 |     437
   3220000 | 0.153 | 0.497 | 2000000 |   0.0279 | 22175834 |     441
   3230000 | 0.153 | 0.497 | 2000000 |   0.0275 | 22244699 |     460
   3240000 | 0.153 | 0.497 | 2000000 |   0.0278 | 22313572 |     454
   3250000 | 0.153 | 0.497 | 2000000 |   0.0279 | 22382444 |     452
   3260000 | 0.152 | 0.498 | 2000000 |   0.0276 | 22451311 |     439
   3270000 | 0.152 | 0.498 | 2000000 |   0.0274 | 22520184 |     451
   3280000 | 0.152 | 0.498 | 2000000 |   0.0274 | 22589055 |     447
   3290000 | 0.151 | 0.499 | 2000000 |   0.0272 | 22657922 |     429
   3300000 | 0.151 | 0.499 | 2000000 |   0.0272 | 22726797 |     434
   3310000 | 0.151 | 0.499 | 2000000 |   0.0273 | 22795657 |     450
   3320000 | 0.150 | 0.500 | 2000000 |   0.0273 | 22864510 |     452
   3330000 | 0.150 | 0.500 | 2000000 |   0.0269 | 22933380 |     442
   3340000 | 0.150 | 0.500 | 2000000 |   0.0274 | 23002250 |     442
   3350000 | 0.150 | 0.500 | 2000000 |   0.0268 | 23071125 |     454
   3360000 | 0.149 | 0.501 | 2000000 |   0.0269 | 23139982 |     451
   3370000 | 0.149 | 0.501 | 2000000 |   0.0266 | 23208865 |     452
   3380000 | 0.149 | 0.501 | 2000000 |   0.0269 | 23277760 |     457
   3390000 | 0.148 | 0.502 | 2000000 |   0.0270 | 23346620 |     454
   3400000 | 0.148 | 0.502 | 2000000 |   0.0267 | 23415500 |     452
   3410000 | 0.148 | 0.502 | 2000000 |   0.0271 | 23484382 |     459
   3420000 | 0.147 | 0.503 | 2000000 |   0.0270 | 23553251 |     432
   3430000 | 0.147 | 0.503 | 2000000 |   0.0271 | 23622112 |     401
   3440000 | 0.147 | 0.503 | 2000000 |   0.0268 | 23690977 |     415
   3450000 | 0.147 | 0.503 | 2000000 |   0.0267 | 23759856 |     447
   3460000 | 0.146 | 0.504 | 2000000 |   0.0267 | 23828737 |     440
   3470000 | 0.146 | 0.504 | 2000000 |   0.0268 | 23897602 |     441
   3480000 | 0.146 | 0.504 | 2000000 |   0.0266 | 23966497 |     428
   3490000 | 0.145 | 0.505 | 2000000 |   0.0265 | 24035380 |     443
   3500000 | 0.145 | 0.505 | 2000000 |   0.0265 | 24104251 |     440
  [SAVE] models/dmc_3500000.safetensors
   3510000 | 0.145 | 0.505 | 2000000 |   0.0264 | 24173133 |     455
   3520000 | 0.144 | 0.506 | 2000000 |   0.0260 | 24242009 |     454
   3530000 | 0.144 | 0.506 | 2000000 |   0.0263 | 24310893 |     459
   3540000 | 0.144 | 0.506 | 2000000 |   0.0263 | 24379752 |     457
   3550000 | 0.144 | 0.506 | 2000000 |   0.0263 | 24448642 |     465
   3560000 | 0.143 | 0.507 | 2000000 |   0.0263 | 24517504 |     456
   3570000 | 0.143 | 0.507 | 2000000 |   0.0262 | 24586365 |     463
   3580000 | 0.143 | 0.507 | 2000000 |   0.0263 | 24655229 |     463
   3590000 | 0.142 | 0.508 | 2000000 |   0.0265 | 24724101 |     462
   3600000 | 0.142 | 0.508 | 2000000 |   0.0265 | 24792973 |     468
   3610000 | 0.142 | 0.508 | 2000000 |   0.0262 | 24861850 |     463
   3620000 | 0.141 | 0.509 | 2000000 |   0.0259 | 24930721 |     464
   3630000 | 0.141 | 0.509 | 2000000 |   0.0260 | 24999604 |     457
   3640000 | 0.141 | 0.509 | 2000000 |   0.0261 | 25068475 |     458
   3650000 | 0.141 | 0.509 | 2000000 |   0.0263 | 25137339 |     444
   3660000 | 0.140 | 0.510 | 2000000 |   0.0263 | 25206215 |     446
   3670000 | 0.140 | 0.510 | 2000000 |   0.0262 | 25275102 |     450
   3680000 | 0.140 | 0.510 | 2000000 |   0.0260 | 25343971 |     455
   3690000 | 0.139 | 0.511 | 2000000 |   0.0261 | 25412844 |     458
   3700000 | 0.139 | 0.511 | 2000000 |   0.0260 | 25481711 |     457
   3710000 | 0.139 | 0.511 | 2000000 |   0.0259 | 25550581 |     462
   3720000 | 0.138 | 0.512 | 2000000 |   0.0255 | 25619456 |     453
   3730000 | 0.138 | 0.512 | 2000000 |   0.0254 | 25688325 |     457
   3740000 | 0.138 | 0.512 | 2000000 |   0.0257 | 25757196 |     453
   3750000 | 0.138 | 0.512 | 2000000 |   0.0257 | 25826040 |     447
   3760000 | 0.137 | 0.513 | 2000000 |   0.0256 | 25894918 |     460
   3770000 | 0.137 | 0.513 | 2000000 |   0.0258 | 25963793 |     455
   3780000 | 0.137 | 0.513 | 2000000 |   0.0259 | 26032681 |     455
   3790000 | 0.136 | 0.514 | 2000000 |   0.0257 | 26101541 |     461
   3800000 | 0.136 | 0.514 | 2000000 |   0.0257 | 26170400 |     463
   3810000 | 0.136 | 0.514 | 2000000 |   0.0258 | 26239275 |     459
   3820000 | 0.135 | 0.515 | 2000000 |   0.0256 | 26308149 |     461
   3830000 | 0.135 | 0.515 | 2000000 |   0.0253 | 26377024 |     462
   3840000 | 0.135 | 0.515 | 2000000 |   0.0253 | 26445894 |     465
   3850000 | 0.135 | 0.515 | 2000000 |   0.0253 | 26514758 |     466
   3860000 | 0.134 | 0.516 | 2000000 |   0.0254 | 26583637 |     464
   3870000 | 0.134 | 0.516 | 2000000 |   0.0251 | 26652506 |     457
   3880000 | 0.134 | 0.516 | 2000000 |   0.0252 | 26721373 |     460
   3890000 | 0.133 | 0.517 | 2000000 |   0.0250 | 26790242 |     463
   3900000 | 0.133 | 0.517 | 2000000 |   0.0251 | 26859101 |     460
   3910000 | 0.133 | 0.517 | 2000000 |   0.0252 | 26927989 |     466
   3920000 | 0.132 | 0.518 | 2000000 |   0.0253 | 26996841 |     468
   3930000 | 0.132 | 0.518 | 2000000 |   0.0253 | 27065717 |     460
   3940000 | 0.132 | 0.518 | 2000000 |   0.0250 | 27134576 |     453
   3950000 | 0.132 | 0.518 | 2000000 |   0.0250 | 27203442 |     468
   3960000 | 0.131 | 0.519 | 2000000 |   0.0250 | 27272328 |     447
   3970000 | 0.131 | 0.519 | 2000000 |   0.0250 | 27341178 |     454
   3980000 | 0.131 | 0.519 | 2000000 |   0.0249 | 27410046 |     457
   3990000 | 0.130 | 0.520 | 2000000 |   0.0247 | 27478919 |     456
   4000000 | 0.130 | 0.520 | 2000000 |   0.0248 | 27547794 |     456
  [EVAL] deals 65% | rand 95% (19s)
  [SAVE] models/dmc_4000000.safetensors
   4010000 | 0.130 | 0.520 | 2000000 |   0.0249 | 27616675 |     241
   4020000 | 0.129 | 0.521 | 2000000 |   0.0248 | 27685522 |     458
   4030000 | 0.129 | 0.521 | 2000000 |   0.0248 | 27754392 |     457
   4040000 | 0.129 | 0.521 | 2000000 |   0.0249 | 27823277 |     457
   4050000 | 0.129 | 0.521 | 2000000 |   0.0247 | 27892155 |     455
   4060000 | 0.128 | 0.522 | 2000000 |   0.0244 | 27961009 |     461
   4070000 | 0.128 | 0.522 | 2000000 |   0.0246 | 28029862 |     449
   4080000 | 0.128 | 0.522 | 2000000 |   0.0244 | 28098742 |     440
   4090000 | 0.127 | 0.523 | 2000000 |   0.0248 | 28167594 |     447
   4100000 | 0.127 | 0.523 | 2000000 |   0.0247 | 28236472 |     438
   4110000 | 0.127 | 0.523 | 2000000 |   0.0248 | 28305342 |     454
   4120000 | 0.126 | 0.524 | 2000000 |   0.0247 | 28374215 |     439
   4130000 | 0.126 | 0.524 | 2000000 |   0.0248 | 28443088 |     457
   4140000 | 0.126 | 0.524 | 2000000 |   0.0247 | 28511942 |     458
   4150000 | 0.126 | 0.524 | 2000000 |   0.0247 | 28580812 |     457
   4160000 | 0.125 | 0.525 | 2000000 |   0.0243 | 28649663 |     459
   4170000 | 0.125 | 0.525 | 2000000 |   0.0246 | 28718543 |     457
   4180000 | 0.125 | 0.525 | 2000000 |   0.0245 | 28787406 |     457
   4190000 | 0.124 | 0.526 | 2000000 |   0.0244 | 28856283 |     456
   4200000 | 0.124 | 0.526 | 2000000 |   0.0244 | 28925153 |     460
   4210000 | 0.124 | 0.526 | 2000000 |   0.0244 | 28994044 |     456
   4220000 | 0.123 | 0.527 | 2000000 |   0.0243 | 29062916 |     458
   4230000 | 0.123 | 0.527 | 2000000 |   0.0243 | 29131778 |     445
   4240000 | 0.123 | 0.527 | 2000000 |   0.0243 | 29200643 |     458
   4250000 | 0.123 | 0.527 | 2000000 |   0.0239 | 29269495 |     461
   4260000 | 0.122 | 0.528 | 2000000 |   0.0242 | 29338382 |     455
   4270000 | 0.122 | 0.528 | 2000000 |   0.0241 | 29407233 |     456
   4280000 | 0.122 | 0.528 | 2000000 |   0.0237 | 29476108 |     458
   4290000 | 0.121 | 0.529 | 2000000 |   0.0239 | 29544971 |     456
   4300000 | 0.121 | 0.529 | 2000000 |   0.0238 | 29613841 |     456
   4310000 | 0.121 | 0.529 | 2000000 |   0.0240 | 29682719 |     434
   4320000 | 0.120 | 0.530 | 2000000 |   0.0238 | 29751601 |     446
   4330000 | 0.120 | 0.530 | 2000000 |   0.0236 | 29820457 |     461
   4340000 | 0.120 | 0.530 | 2000000 |   0.0236 | 29889334 |     456
   4350000 | 0.120 | 0.530 | 2000000 |   0.0239 | 29958217 |     451
   4360000 | 0.119 | 0.531 | 2000000 |   0.0235 | 30027074 |     449
   4370000 | 0.119 | 0.531 | 2000000 |   0.0235 | 30095934 |     434
   4380000 | 0.119 | 0.531 | 2000000 |   0.0234 | 30164798 |     435
   4390000 | 0.118 | 0.532 | 2000000 |   0.0234 | 30233662 |     445
   4400000 | 0.118 | 0.532 | 2000000 |   0.0235 | 30302548 |     444
   4410000 | 0.118 | 0.532 | 2000000 |   0.0235 | 30371403 |     443
   4420000 | 0.117 | 0.533 | 2000000 |   0.0234 | 30440269 |     448
   4430000 | 0.117 | 0.533 | 2000000 |   0.0233 | 30509126 |     453
   4440000 | 0.117 | 0.533 | 2000000 |   0.0234 | 30577996 |     454
   4450000 | 0.117 | 0.533 | 2000000 |   0.0234 | 30646858 |     430
   4460000 | 0.116 | 0.534 | 2000000 |   0.0234 | 30715724 |     452
   4470000 | 0.116 | 0.534 | 2000000 |   0.0234 | 30784610 |     452
   4480000 | 0.116 | 0.534 | 2000000 |   0.0235 | 30853483 |     441
   4490000 | 0.115 | 0.535 | 2000000 |   0.0234 | 30922366 |     449
   4500000 | 0.115 | 0.535 | 2000000 |   0.0234 | 30991233 |     434
  [SAVE] models/dmc_4500000.safetensors
   4510000 | 0.115 | 0.535 | 2000000 |   0.0232 | 31060085 |     455
   4520000 | 0.114 | 0.536 | 2000000 |   0.0235 | 31128969 |     451
   4530000 | 0.114 | 0.536 | 2000000 |   0.0234 | 31197829 |     455
   4540000 | 0.114 | 0.536 | 2000000 |   0.0233 | 31266702 |     453
   4550000 | 0.114 | 0.536 | 2000000 |   0.0232 | 31335562 |     453
   4560000 | 0.113 | 0.537 | 2000000 |   0.0233 | 31404428 |     431
   4570000 | 0.113 | 0.537 | 2000000 |   0.0232 | 31473302 |     436
   4580000 | 0.113 | 0.537 | 2000000 |   0.0229 | 31542172 |     428
   4590000 | 0.112 | 0.538 | 2000000 |   0.0232 | 31611039 |     415
   4600000 | 0.112 | 0.538 | 2000000 |   0.0233 | 31679900 |     373
   4610000 | 0.112 | 0.538 | 2000000 |   0.0232 | 31748772 |     421
   4620000 | 0.111 | 0.539 | 2000000 |   0.0231 | 31817626 |     450
   4630000 | 0.111 | 0.539 | 2000000 |   0.0230 | 31886492 |     454
   4640000 | 0.111 | 0.539 | 2000000 |   0.0232 | 31955379 |     415
   4650000 | 0.111 | 0.539 | 2000000 |   0.0230 | 32024252 |     440
   4660000 | 0.110 | 0.540 | 2000000 |   0.0227 | 32093108 |     419
   4670000 | 0.110 | 0.540 | 2000000 |   0.0229 | 32161979 |     435
   4680000 | 0.110 | 0.540 | 2000000 |   0.0233 | 32230836 |     446
   4690000 | 0.109 | 0.541 | 2000000 |   0.0231 | 32299713 |     443
   4700000 | 0.109 | 0.541 | 2000000 |   0.0227 | 32368586 |     448
   4710000 | 0.109 | 0.541 | 2000000 |   0.0229 | 32437462 |     447
   4720000 | 0.108 | 0.542 | 2000000 |   0.0229 | 32506354 |     449
   4730000 | 0.108 | 0.542 | 2000000 |   0.0231 | 32575224 |     456
   4740000 | 0.108 | 0.542 | 2000000 |   0.0227 | 32644088 |     456
   4750000 | 0.108 | 0.542 | 2000000 |   0.0227 | 32712959 |     448
   4760000 | 0.107 | 0.543 | 2000000 |   0.0228 | 32781821 |     453
   4770000 | 0.107 | 0.543 | 2000000 |   0.0228 | 32850697 |     452
   4780000 | 0.107 | 0.543 | 2000000 |   0.0229 | 32919556 |     457
   4790000 | 0.106 | 0.544 | 2000000 |   0.0228 | 32988422 |     449
   4800000 | 0.106 | 0.544 | 2000000 |   0.0227 | 33057271 |     456
   4810000 | 0.106 | 0.544 | 2000000 |   0.0228 | 33126151 |     458
   4820000 | 0.105 | 0.545 | 2000000 |   0.0225 | 33195020 |     458
   4830000 | 0.105 | 0.545 | 2000000 |   0.0222 | 33263887 |     446
   4840000 | 0.105 | 0.545 | 2000000 |   0.0225 | 33332754 |     449
   4850000 | 0.105 | 0.545 | 2000000 |   0.0224 | 33401625 |     453
   4860000 | 0.104 | 0.546 | 2000000 |   0.0226 | 33470501 |     452
   4870000 | 0.104 | 0.546 | 2000000 |   0.0226 | 33539359 |     452
   4880000 | 0.104 | 0.546 | 2000000 |   0.0226 | 33608231 |     456
   4890000 | 0.103 | 0.547 | 2000000 |   0.0223 | 33677100 |     458
   4900000 | 0.103 | 0.547 | 2000000 |   0.0223 | 33745938 |     459
   4910000 | 0.103 | 0.547 | 2000000 |   0.0223 | 33814822 |     457
   4920000 | 0.102 | 0.548 | 2000000 |   0.0223 | 33883668 |     460
   4930000 | 0.102 | 0.548 | 2000000 |   0.0220 | 33952534 |     454
   4940000 | 0.102 | 0.548 | 2000000 |   0.0221 | 34021399 |     448
   4950000 | 0.102 | 0.548 | 2000000 |   0.0222 | 34090262 |     440
   4960000 | 0.101 | 0.549 | 2000000 |   0.0221 | 34159136 |     456
   4970000 | 0.101 | 0.549 | 2000000 |   0.0219 | 34228010 |     450
   4980000 | 0.101 | 0.549 | 2000000 |   0.0219 | 34296885 |     418
   4990000 | 0.100 | 0.550 | 2000000 |   0.0219 | 34365751 |     438
   5000000 | 0.100 | 0.550 | 2000000 |   0.0218 | 34434616 |     442
  [EVAL] deals 72% | rand 92% (19s)
  [SAVE] models/dmc_5000000.safetensors
   5010000 | 0.100 | 0.550 | 2000000 |   0.0219 | 34503502 |     237
   5020000 | 0.099 | 0.551 | 2000000 |   0.0221 | 34572374 |     436
   5030000 | 0.099 | 0.551 | 2000000 |   0.0219 | 34641251 |     439
   5040000 | 0.099 | 0.551 | 2000000 |   0.0216 | 34710125 |     443
   5050000 | 0.099 | 0.551 | 2000000 |   0.0217 | 34779009 |     445
   5060000 | 0.098 | 0.552 | 2000000 |   0.0218 | 34847871 |     455
   5070000 | 0.098 | 0.552 | 2000000 |   0.0218 | 34916741 |     444
   5080000 | 0.098 | 0.552 | 2000000 |   0.0217 | 34985617 |     442
   5090000 | 0.097 | 0.553 | 2000000 |   0.0218 | 35054478 |     438
   5100000 | 0.097 | 0.553 | 2000000 |   0.0218 | 35123365 |     435
   5110000 | 0.097 | 0.553 | 2000000 |   0.0217 | 35192223 |     446
   5120000 | 0.096 | 0.554 | 2000000 |   0.0215 | 35261083 |     443
   5130000 | 0.096 | 0.554 | 2000000 |   0.0215 | 35329951 |     446
   5140000 | 0.096 | 0.554 | 2000000 |   0.0214 | 35398818 |     453
   5150000 | 0.096 | 0.554 | 2000000 |   0.0216 | 35467684 |     444
   5160000 | 0.095 | 0.555 | 2000000 |   0.0215 | 35536556 |     453
   5170000 | 0.095 | 0.555 | 2000000 |   0.0216 | 35605429 |     448
   5180000 | 0.095 | 0.555 | 2000000 |   0.0215 | 35674305 |     433
   5190000 | 0.094 | 0.556 | 2000000 |   0.0216 | 35743165 |     434
   5200000 | 0.094 | 0.556 | 2000000 |   0.0217 | 35812030 |     444
   5210000 | 0.094 | 0.556 | 2000000 |   0.0214 | 35880904 |     442
   5220000 | 0.093 | 0.557 | 2000000 |   0.0213 | 35949776 |     453
   5230000 | 0.093 | 0.557 | 2000000 |   0.0212 | 36018654 |     455
   5240000 | 0.093 | 0.557 | 2000000 |   0.0213 | 36087514 |     455
   5250000 | 0.093 | 0.557 | 2000000 |   0.0213 | 36156393 |     450
   5260000 | 0.092 | 0.558 | 2000000 |   0.0213 | 36225246 |     439
   5270000 | 0.092 | 0.558 | 2000000 |   0.0211 | 36294122 |     450
   5280000 | 0.092 | 0.558 | 2000000 |   0.0212 | 36363018 |     445
   5290000 | 0.091 | 0.559 | 2000000 |   0.0213 | 36431892 |     443
   5300000 | 0.091 | 0.559 | 2000000 |   0.0211 | 36500755 |     446
   5310000 | 0.091 | 0.559 | 2000000 |   0.0211 | 36569621 |     446
   5320000 | 0.090 | 0.560 | 2000000 |   0.0212 | 36638498 |     451
   5330000 | 0.090 | 0.560 | 2000000 |   0.0214 | 36707370 |     448
   5340000 | 0.090 | 0.560 | 2000000 |   0.0211 | 36776230 |     448
   5350000 | 0.090 | 0.560 | 2000000 |   0.0211 | 36845103 |     445
   5360000 | 0.089 | 0.561 | 2000000 |   0.0211 | 36913964 |     446
   5370000 | 0.089 | 0.561 | 2000000 |   0.0209 | 36982841 |     449
   5380000 | 0.089 | 0.561 | 2000000 |   0.0209 | 37051729 |     423
   5390000 | 0.088 | 0.562 | 2000000 |   0.0209 | 37120595 |     444
   5400000 | 0.088 | 0.562 | 2000000 |   0.0207 | 37189456 |     426
   5410000 | 0.088 | 0.562 | 2000000 |   0.0208 | 37258329 |     445
   5420000 | 0.087 | 0.563 | 2000000 |   0.0209 | 37327207 |     446
   5430000 | 0.087 | 0.563 | 2000000 |   0.0210 | 37396066 |     444
   5440000 | 0.087 | 0.563 | 2000000 |   0.0208 | 37464926 |     435
   5450000 | 0.087 | 0.563 | 2000000 |   0.0209 | 37533794 |     454
   5460000 | 0.086 | 0.564 | 2000000 |   0.0206 | 37602680 |     451
   5470000 | 0.086 | 0.564 | 2000000 |   0.0206 | 37671528 |     450
   5480000 | 0.086 | 0.564 | 2000000 |   0.0205 | 37740404 |     443
   5490000 | 0.085 | 0.565 | 2000000 |   0.0204 | 37809276 |     445
   5500000 | 0.085 | 0.565 | 2000000 |   0.0204 | 37878160 |     449
  [SAVE] models/dmc_5500000.safetensors
   5510000 | 0.085 | 0.565 | 2000000 |   0.0204 | 37947014 |     435
   5520000 | 0.084 | 0.566 | 2000000 |   0.0203 | 38015883 |     453
   5530000 | 0.084 | 0.566 | 2000000 |   0.0206 | 38084757 |     462
   5540000 | 0.084 | 0.566 | 2000000 |   0.0205 | 38153612 |     461
   5550000 | 0.084 | 0.566 | 2000000 |   0.0203 | 38222482 |     462
   5560000 | 0.083 | 0.567 | 2000000 |   0.0205 | 38291338 |     460
   5570000 | 0.083 | 0.567 | 2000000 |   0.0205 | 38360219 |     448
   5580000 | 0.083 | 0.567 | 2000000 |   0.0205 | 38429091 |     458
   5590000 | 0.082 | 0.568 | 2000000 |   0.0203 | 38497964 |     455
   5600000 | 0.082 | 0.568 | 2000000 |   0.0205 | 38566835 |     450
   5610000 | 0.082 | 0.568 | 2000000 |   0.0203 | 38635693 |     454
   5620000 | 0.081 | 0.569 | 2000000 |   0.0204 | 38704554 |     452
   5630000 | 0.081 | 0.569 | 2000000 |   0.0203 | 38773432 |     448
   5640000 | 0.081 | 0.569 | 2000000 |   0.0203 | 38842301 |     443
   5650000 | 0.081 | 0.569 | 2000000 |   0.0206 | 38911164 |     447
   5660000 | 0.080 | 0.570 | 2000000 |   0.0205 | 38980045 |     450
   5670000 | 0.080 | 0.570 | 2000000 |   0.0200 | 39048915 |     450
   5680000 | 0.080 | 0.570 | 2000000 |   0.0199 | 39117782 |     438
   5690000 | 0.079 | 0.571 | 2000000 |   0.0201 | 39186655 |     448
   5700000 | 0.079 | 0.571 | 2000000 |   0.0201 | 39255507 |     451
   5710000 | 0.079 | 0.571 | 2000000 |   0.0201 | 39324370 |     452
   5720000 | 0.078 | 0.572 | 2000000 |   0.0199 | 39393255 |     459
   5730000 | 0.078 | 0.572 | 2000000 |   0.0199 | 39462129 |     459
   5740000 | 0.078 | 0.572 | 2000000 |   0.0201 | 39530986 |     445
   5750000 | 0.078 | 0.572 | 2000000 |   0.0203 | 39599881 |     455
   5760000 | 0.077 | 0.573 | 2000000 |   0.0201 | 39668730 |     451
   5770000 | 0.077 | 0.573 | 2000000 |   0.0200 | 39737606 |     450
   5780000 | 0.077 | 0.573 | 2000000 |   0.0201 | 39806466 |     450
   5790000 | 0.076 | 0.574 | 2000000 |   0.0200 | 39875332 |     446
   5800000 | 0.076 | 0.574 | 2000000 |   0.0200 | 39944204 |     456
   5810000 | 0.076 | 0.574 | 2000000 |   0.0203 | 40013069 |     453
   5820000 | 0.075 | 0.575 | 2000000 |   0.0199 | 40081941 |     452
   5830000 | 0.075 | 0.575 | 2000000 |   0.0199 | 40150807 |     456
   5840000 | 0.075 | 0.575 | 2000000 |   0.0200 | 40219675 |     448
   5850000 | 0.075 | 0.575 | 2000000 |   0.0198 | 40288559 |     448
   5860000 | 0.074 | 0.576 | 2000000 |   0.0198 | 40357447 |     448
   5870000 | 0.074 | 0.576 | 2000000 |   0.0199 | 40426306 |     447
   5880000 | 0.074 | 0.576 | 2000000 |   0.0198 | 40495163 |     447
   5890000 | 0.073 | 0.577 | 2000000 |   0.0196 | 40564037 |     437
   5900000 | 0.073 | 0.577 | 2000000 |   0.0195 | 40632926 |     443
   5910000 | 0.073 | 0.577 | 2000000 |   0.0196 | 40701799 |     438
   5920000 | 0.072 | 0.578 | 2000000 |   0.0196 | 40770662 |     440
   5930000 | 0.072 | 0.578 | 2000000 |   0.0195 | 40839532 |     444
   5940000 | 0.072 | 0.578 | 2000000 |   0.0195 | 40908413 |     443
   5950000 | 0.072 | 0.578 | 2000000 |   0.0196 | 40977276 |     439
   5960000 | 0.071 | 0.579 | 2000000 |   0.0193 | 41046140 |     440
   5970000 | 0.071 | 0.579 | 2000000 |   0.0193 | 41115020 |     445
   5980000 | 0.071 | 0.579 | 2000000 |   0.0196 | 41183881 |     440
   5990000 | 0.070 | 0.580 | 2000000 |   0.0194 | 41252734 |     454
   6000000 | 0.070 | 0.580 | 2000000 |   0.0193 | 41321597 |     449
  [EVAL] deals 74% | rand 96% (18s)
  [SAVE] models/dmc_6000000.safetensors
   6010000 | 0.070 | 0.580 | 2000000 |   0.0193 | 41390481 |     246
   6020000 | 0.069 | 0.581 | 2000000 |   0.0192 | 41459350 |     454
   6030000 | 0.069 | 0.581 | 2000000 |   0.0193 | 41528217 |     451
   6040000 | 0.069 | 0.581 | 2000000 |   0.0193 | 41597081 |     447
   6050000 | 0.069 | 0.581 | 2000000 |   0.0192 | 41665953 |     449
   6060000 | 0.068 | 0.582 | 2000000 |   0.0193 | 41734812 |     448
   6070000 | 0.068 | 0.582 | 2000000 |   0.0194 | 41803710 |     454
   6080000 | 0.068 | 0.582 | 2000000 |   0.0195 | 41872571 |     455
   6090000 | 0.067 | 0.583 | 2000000 |   0.0195 | 41941438 |     456
   6100000 | 0.067 | 0.583 | 2000000 |   0.0194 | 42010303 |     457
   6110000 | 0.067 | 0.583 | 2000000 |   0.0190 | 42079185 |     424
   6120000 | 0.066 | 0.584 | 2000000 |   0.0193 | 42148047 |     452
   6130000 | 0.066 | 0.584 | 2000000 |   0.0192 | 42216922 |     447
   6140000 | 0.066 | 0.584 | 2000000 |   0.0190 | 42285798 |     448
   6150000 | 0.066 | 0.584 | 2000000 |   0.0190 | 42354663 |     451
   6160000 | 0.065 | 0.585 | 2000000 |   0.0192 | 42423519 |     454
   6170000 | 0.065 | 0.585 | 2000000 |   0.0192 | 42492388 |     444
   6180000 | 0.065 | 0.585 | 2000000 |   0.0193 | 42561245 |     447
   6190000 | 0.064 | 0.586 | 2000000 |   0.0191 | 42630122 |     441
   6200000 | 0.064 | 0.586 | 2000000 |   0.0190 | 42698998 |     447
   6210000 | 0.064 | 0.586 | 2000000 |   0.0189 | 42767873 |     441
   6220000 | 0.063 | 0.587 | 2000000 |   0.0190 | 42836750 |     448
   6230000 | 0.063 | 0.587 | 2000000 |   0.0189 | 42905610 |     449
   6240000 | 0.063 | 0.587 | 2000000 |   0.0188 | 42974493 |     445
   6250000 | 0.063 | 0.587 | 2000000 |   0.0188 | 43043367 |     449
   6260000 | 0.062 | 0.588 | 2000000 |   0.0190 | 43112239 |     455
   6270000 | 0.062 | 0.588 | 2000000 |   0.0187 | 43181088 |     463
   6280000 | 0.062 | 0.588 | 2000000 |   0.0188 | 43249963 |     463
   6290000 | 0.061 | 0.589 | 2000000 |   0.0186 | 43318832 |     454
   6300000 | 0.061 | 0.589 | 2000000 |   0.0183 | 43387701 |     454
   6310000 | 0.061 | 0.589 | 2000000 |   0.0186 | 43456576 |     446
   6320000 | 0.060 | 0.590 | 2000000 |   0.0185 | 43525432 |     455
   6330000 | 0.060 | 0.590 | 2000000 |   0.0185 | 43594309 |     451
   6340000 | 0.060 | 0.590 | 2000000 |   0.0185 | 43663184 |     449
   6350000 | 0.060 | 0.590 | 2000000 |   0.0187 | 43732056 |     448
   6360000 | 0.059 | 0.591 | 2000000 |   0.0185 | 43800917 |     441
   6370000 | 0.059 | 0.591 | 2000000 |   0.0186 | 43869801 |     436
   6380000 | 0.059 | 0.591 | 2000000 |   0.0184 | 43938664 |     448
   6390000 | 0.058 | 0.592 | 2000000 |   0.0185 | 44007521 |     453
   6400000 | 0.058 | 0.592 | 2000000 |   0.0182 | 44076413 |     454
   6410000 | 0.058 | 0.592 | 2000000 |   0.0182 | 44145275 |     454
   6420000 | 0.057 | 0.593 | 2000000 |   0.0184 | 44214155 |     457
   6430000 | 0.057 | 0.593 | 2000000 |   0.0183 | 44283026 |     457
   6440000 | 0.057 | 0.593 | 2000000 |   0.0183 | 44351899 |     460
   6450000 | 0.057 | 0.593 | 2000000 |   0.0183 | 44420752 |     440
   6460000 | 0.056 | 0.594 | 2000000 |   0.0183 | 44489626 |     457
   6470000 | 0.056 | 0.594 | 2000000 |   0.0183 | 44558510 |     461
   6480000 | 0.056 | 0.594 | 2000000 |   0.0183 | 44627388 |     457
   6490000 | 0.055 | 0.595 | 2000000 |   0.0181 | 44696253 |     458
   6500000 | 0.055 | 0.595 | 2000000 |   0.0181 | 44765104 |     445
  [SAVE] models/dmc_6500000.safetensors
   6510000 | 0.055 | 0.595 | 2000000 |   0.0182 | 44833986 |     437
