    Finished `release` profile [optimized] target(s) in 0.04s
     Running `target/release/train_dmc --num-envs 256 --steps 20000000 --batch-size 1024 --train-freq 4 --eval-freq 1000000 --eval-random-matches 100 --eval-naive-matches 0 --eval-smart-matches 0 --save-freq 500000 --pool-frac 0`
Device: CUDA
Envs: 256, Steps: 20000000, LR: 0.0003, Hidden: 1024
Training: batch=1024, freq=4
PER: alpha=0.6, beta=0.4->1
Opponents: 90% self, 0% pool, 10% random

      Step |   Eps |  Beta |  Buffer |     Loss | Episodes | Steps/s
   6520000 | 0.054 | 0.596 | 2000000 |   0.0183 | 44902857 |     446
   6530000 | 0.054 | 0.596 | 2000000 |   0.0182 | 44971738 |     451
   6540000 | 0.054 | 0.596 | 2000000 |   0.0183 | 45040605 |     447
   6550000 | 0.054 | 0.596 | 2000000 |   0.0180 | 45109471 |     445
   6560000 | 0.053 | 0.597 | 2000000 |   0.0181 | 45178336 |     444
   6570000 | 0.053 | 0.597 | 2000000 |   0.0183 | 45247202 |     448
   6580000 | 0.053 | 0.597 | 2000000 |   0.0179 | 45316087 |     447
   6590000 | 0.052 | 0.598 | 2000000 |   0.0181 | 45384960 |     446
   6600000 | 0.052 | 0.598 | 2000000 |   0.0181 | 45453814 |     443
   6610000 | 0.052 | 0.598 | 2000000 |   0.0180 | 45522701 |     451
   6620000 | 0.051 | 0.599 | 2000000 |   0.0179 | 45591561 |     449
   6630000 | 0.051 | 0.599 | 2000000 |   0.0180 | 45660426 |     448
   6640000 | 0.051 | 0.599 | 2000000 |   0.0181 | 45729297 |     438
   6650000 | 0.051 | 0.599 | 2000000 |   0.0179 | 45798166 |     449
   6660000 | 0.050 | 0.600 | 2000000 |   0.0180 | 45867009 |     450
   6670000 | 0.050 | 0.600 | 2000000 |   0.0179 | 45935890 |     439
   6680000 | 0.050 | 0.600 | 2000000 |   0.0176 | 46004745 |     439
   6690000 | 0.049 | 0.601 | 2000000 |   0.0178 | 46073619 |     452
   6700000 | 0.049 | 0.601 | 2000000 |   0.0178 | 46142499 |     453
   6710000 | 0.049 | 0.601 | 2000000 |   0.0178 | 46211352 |     450
   6720000 | 0.048 | 0.602 | 2000000 |   0.0176 | 46280223 |     445
   6730000 | 0.048 | 0.602 | 2000000 |   0.0176 | 46349099 |     455
   6740000 | 0.048 | 0.602 | 2000000 |   0.0176 | 46417967 |     453
   6750000 | 0.048 | 0.602 | 2000000 |   0.0177 | 46486850 |     454
   6760000 | 0.047 | 0.603 | 2000000 |   0.0175 | 46555711 |     456
   6770000 | 0.047 | 0.603 | 2000000 |   0.0179 | 46624578 |     459
   6780000 | 0.047 | 0.603 | 2000000 |   0.0177 | 46693461 |     457
   6790000 | 0.046 | 0.604 | 2000000 |   0.0176 | 46762321 |     441
   6800000 | 0.046 | 0.604 | 2000000 |   0.0177 | 46831191 |     440
   6810000 | 0.046 | 0.604 | 2000000 |   0.0173 | 46900065 |     423
   6820000 | 0.045 | 0.605 | 2000000 |   0.0174 | 46968941 |     429
   6830000 | 0.045 | 0.605 | 2000000 |   0.0176 | 47037802 |     417
   6840000 | 0.045 | 0.605 | 2000000 |   0.0174 | 47106673 |     424
   6850000 | 0.045 | 0.605 | 2000000 |   0.0171 | 47175541 |     418
   6860000 | 0.044 | 0.606 | 2000000 |   0.0174 | 47244422 |     430
   6870000 | 0.044 | 0.606 | 2000000 |   0.0177 | 47313277 |     423
   6880000 | 0.044 | 0.606 | 2000000 |   0.0175 | 47382146 |     430
   6890000 | 0.043 | 0.607 | 2000000 |   0.0173 | 47451021 |     428
   6900000 | 0.043 | 0.607 | 2000000 |   0.0174 | 47519883 |     422
   6910000 | 0.043 | 0.607 | 2000000 |   0.0173 | 47588753 |     400
   6920000 | 0.042 | 0.608 | 2000000 |   0.0172 | 47657622 |     393
   6930000 | 0.042 | 0.608 | 2000000 |   0.0171 | 47726507 |     387
   6940000 | 0.042 | 0.608 | 2000000 |   0.0171 | 47795378 |     384
   6950000 | 0.042 | 0.608 | 2000000 |   0.0172 | 47864242 |     386
   6960000 | 0.041 | 0.609 | 2000000 |   0.0173 | 47933124 |     395
   6970000 | 0.041 | 0.609 | 2000000 |   0.0172 | 48002000 |     396
   6980000 | 0.041 | 0.609 | 2000000 |   0.0174 | 48070873 |     391
   6990000 | 0.040 | 0.610 | 2000000 |   0.0173 | 48139736 |     380
   7000000 | 0.040 | 0.610 | 2000000 |   0.0172 | 48208609 |     376
  [EVAL] deals 68% | rand 95% (18s)
  [SAVE] models/dmc_7000000.safetensors
   7010000 | 0.040 | 0.610 | 2000000 |   0.0169 | 48277488 |     227
   7020000 | 0.039 | 0.611 | 2000000 |   0.0171 | 48346360 |     374
   7030000 | 0.039 | 0.611 | 2000000 |   0.0170 | 48415233 |     377
   7040000 | 0.039 | 0.611 | 2000000 |   0.0172 | 48484102 |     384
   7050000 | 0.039 | 0.611 | 2000000 |   0.0170 | 48552951 |     384
   7060000 | 0.038 | 0.612 | 2000000 |   0.0168 | 48621836 |     382
   7070000 | 0.038 | 0.612 | 2000000 |   0.0169 | 48690717 |     383
   7080000 | 0.038 | 0.612 | 2000000 |   0.0168 | 48759586 |     369
   7090000 | 0.037 | 0.613 | 2000000 |   0.0169 | 48828456 |     446
   7100000 | 0.037 | 0.613 | 2000000 |   0.0169 | 48897337 |     453
   7110000 | 0.037 | 0.613 | 2000000 |   0.0168 | 48966200 |     450
   7120000 | 0.036 | 0.614 | 2000000 |   0.0170 | 49035073 |     465
   7130000 | 0.036 | 0.614 | 2000000 |   0.0167 | 49103961 |     464
   7140000 | 0.036 | 0.614 | 2000000 |   0.0169 | 49172837 |     445
   7150000 | 0.036 | 0.614 | 2000000 |   0.0168 | 49241705 |     462
   7160000 | 0.035 | 0.615 | 2000000 |   0.0169 | 49310556 |     465
   7170000 | 0.035 | 0.615 | 2000000 |   0.0170 | 49379409 |     461
   7180000 | 0.035 | 0.615 | 2000000 |   0.0168 | 49448278 |     461
   7190000 | 0.034 | 0.616 | 2000000 |   0.0169 | 49517148 |     456
   7200000 | 0.034 | 0.616 | 2000000 |   0.0169 | 49586020 |     460
   7210000 | 0.034 | 0.616 | 2000000 |   0.0167 | 49654889 |     445
   7220000 | 0.033 | 0.617 | 2000000 |   0.0167 | 49723755 |     448
   7230000 | 0.033 | 0.617 | 2000000 |   0.0168 | 49792618 |     449
   7240000 | 0.033 | 0.617 | 2000000 |   0.0167 | 49861488 |     451
   7250000 | 0.033 | 0.617 | 2000000 |   0.0167 | 49930379 |     439
   7260000 | 0.032 | 0.618 | 2000000 |   0.0167 | 49999226 |     440
   7270000 | 0.032 | 0.618 | 2000000 |   0.0166 | 50068121 |     453
   7280000 | 0.032 | 0.618 | 2000000 |   0.0165 | 50136971 |     455
   7290000 | 0.031 | 0.619 | 2000000 |   0.0165 | 50205858 |     447
   7300000 | 0.031 | 0.619 | 2000000 |   0.0165 | 50274712 |     434
   7310000 | 0.031 | 0.619 | 2000000 |   0.0164 | 50343567 |     456
   7320000 | 0.030 | 0.620 | 2000000 |   0.0165 | 50412440 |     451
   7330000 | 0.030 | 0.620 | 2000000 |   0.0164 | 50481317 |     451
   7340000 | 0.030 | 0.620 | 2000000 |   0.0164 | 50550175 |     454
   7350000 | 0.030 | 0.620 | 2000000 |   0.0165 | 50619048 |     436
   7360000 | 0.029 | 0.621 | 2000000 |   0.0165 | 50687921 |     436
   7370000 | 0.029 | 0.621 | 2000000 |   0.0165 | 50756789 |     427
   7380000 | 0.029 | 0.621 | 2000000 |   0.0164 | 50825650 |     420
   7390000 | 0.028 | 0.622 | 2000000 |   0.0163 | 50894525 |     430
   7400000 | 0.028 | 0.622 | 2000000 |   0.0164 | 50963378 |     417
   7410000 | 0.028 | 0.622 | 2000000 |   0.0164 | 51032239 |     459
   7420000 | 0.027 | 0.623 | 2000000 |   0.0162 | 51101102 |     461
   7430000 | 0.027 | 0.623 | 2000000 |   0.0162 | 51169974 |     458
   7440000 | 0.027 | 0.623 | 2000000 |   0.0161 | 51238836 |     462
   7450000 | 0.027 | 0.623 | 2000000 |   0.0163 | 51307713 |     463
   7460000 | 0.026 | 0.624 | 2000000 |   0.0162 | 51376583 |     464
   7470000 | 0.026 | 0.624 | 2000000 |   0.0161 | 51445463 |     461
   7480000 | 0.026 | 0.624 | 2000000 |   0.0162 | 51514327 |     461
   7490000 | 0.025 | 0.625 | 2000000 |   0.0162 | 51583209 |     461
   7500000 | 0.025 | 0.625 | 2000000 |   0.0163 | 51652091 |     464
  [SAVE] models/dmc_7500000.safetensors
   7510000 | 0.025 | 0.625 | 2000000 |   0.0163 | 51720970 |     453
   7520000 | 0.024 | 0.626 | 2000000 |   0.0160 | 51789830 |     458
   7530000 | 0.024 | 0.626 | 2000000 |   0.0161 | 51858710 |     454
   7540000 | 0.024 | 0.626 | 2000000 |   0.0159 | 51927573 |     444
   7550000 | 0.024 | 0.626 | 2000000 |   0.0159 | 51996426 |     457
   7560000 | 0.023 | 0.627 | 2000000 |   0.0161 | 52065297 |     467
   7570000 | 0.023 | 0.627 | 2000000 |   0.0161 | 52134172 |     466
   7580000 | 0.023 | 0.627 | 2000000 |   0.0159 | 52203035 |     460
   7590000 | 0.022 | 0.628 | 2000000 |   0.0161 | 52271904 |     463
   7600000 | 0.022 | 0.628 | 2000000 |   0.0160 | 52340770 |     457
   7610000 | 0.022 | 0.628 | 2000000 |   0.0161 | 52409673 |     459
   7620000 | 0.021 | 0.629 | 2000000 |   0.0158 | 52478527 |     458
   7630000 | 0.021 | 0.629 | 2000000 |   0.0158 | 52547407 |     453
   7640000 | 0.021 | 0.629 | 2000000 |   0.0158 | 52616273 |     462
   7650000 | 0.021 | 0.629 | 2000000 |   0.0159 | 52685149 |     458
   7660000 | 0.020 | 0.630 | 2000000 |   0.0159 | 52754028 |     453
   7670000 | 0.020 | 0.630 | 2000000 |   0.0159 | 52822890 |     457
   7680000 | 0.020 | 0.630 | 2000000 |   0.0157 | 52891740 |     453
   7690000 | 0.019 | 0.631 | 2000000 |   0.0157 | 52960611 |     462
   7700000 | 0.019 | 0.631 | 2000000 |   0.0157 | 53029462 |     456
   7710000 | 0.019 | 0.631 | 2000000 |   0.0157 | 53098327 |     453
   7720000 | 0.018 | 0.632 | 2000000 |   0.0158 | 53167195 |     465
   7730000 | 0.018 | 0.632 | 2000000 |   0.0157 | 53236067 |     457
   7740000 | 0.018 | 0.632 | 2000000 |   0.0158 | 53304935 |     459
   7750000 | 0.018 | 0.632 | 2000000 |   0.0157 | 53373818 |     452
   7760000 | 0.017 | 0.633 | 2000000 |   0.0157 | 53442678 |     448
   7770000 | 0.017 | 0.633 | 2000000 |   0.0157 | 53511552 |     461
   7780000 | 0.017 | 0.633 | 2000000 |   0.0156 | 53580439 |     461
   7790000 | 0.016 | 0.634 | 2000000 |   0.0154 | 53649327 |     443
   7800000 | 0.016 | 0.634 | 2000000 |   0.0153 | 53718201 |     449
   7810000 | 0.016 | 0.634 | 2000000 |   0.0154 | 53787070 |     456
   7820000 | 0.015 | 0.635 | 2000000 |   0.0154 | 53855934 |     460
   7830000 | 0.015 | 0.635 | 2000000 |   0.0155 | 53924792 |     451
   7840000 | 0.015 | 0.635 | 2000000 |   0.0155 | 53993658 |     452
   7850000 | 0.015 | 0.635 | 2000000 |   0.0153 | 54062534 |     448
   7860000 | 0.014 | 0.636 | 2000000 |   0.0151 | 54131431 |     455
   7870000 | 0.014 | 0.636 | 2000000 |   0.0153 | 54200296 |     437
   7880000 | 0.014 | 0.636 | 2000000 |   0.0154 | 54269161 |     450
   7890000 | 0.013 | 0.637 | 2000000 |   0.0152 | 54338028 |     451
   7900000 | 0.013 | 0.637 | 2000000 |   0.0151 | 54406908 |     454
   7910000 | 0.013 | 0.637 | 2000000 |   0.0151 | 54475763 |     452
   7920000 | 0.012 | 0.638 | 2000000 |   0.0152 | 54544641 |     457
   7930000 | 0.012 | 0.638 | 2000000 |   0.0152 | 54613516 |     460
   7940000 | 0.012 | 0.638 | 2000000 |   0.0151 | 54682377 |     458
   7950000 | 0.012 | 0.638 | 2000000 |   0.0151 | 54751238 |     459
   7960000 | 0.011 | 0.639 | 2000000 |   0.0151 | 54820122 |     463
   7970000 | 0.011 | 0.639 | 2000000 |   0.0151 | 54888988 |     463
   7980000 | 0.011 | 0.639 | 2000000 |   0.0153 | 54957857 |     460
   7990000 | 0.010 | 0.640 | 2000000 |   0.0149 | 55026730 |     458
   8000000 | 0.010 | 0.640 | 2000000 |   0.0150 | 55095614 |     464
  [EVAL] deals 74% | rand 93% (18s)
  [SAVE] models/dmc_8000000.safetensors
   8010000 | 0.010 | 0.640 | 2000000 |   0.0149 | 55164487 |     244
   8020000 | 0.010 | 0.641 | 2000000 |   0.0151 | 55233362 |     461
   8030000 | 0.010 | 0.641 | 2000000 |   0.0150 | 55302241 |     464
   8040000 | 0.010 | 0.641 | 2000000 |   0.0149 | 55371121 |     457
   8050000 | 0.010 | 0.641 | 2000000 |   0.0150 | 55439990 |     464
   8060000 | 0.010 | 0.642 | 2000000 |   0.0151 | 55508854 |     462
   8070000 | 0.010 | 0.642 | 2000000 |   0.0150 | 55577761 |     461
   8080000 | 0.010 | 0.642 | 2000000 |   0.0148 | 55646629 |     455
   8090000 | 0.010 | 0.643 | 2000000 |   0.0149 | 55715474 |     463
   8100000 | 0.010 | 0.643 | 2000000 |   0.0149 | 55784368 |     464
   8110000 | 0.010 | 0.643 | 2000000 |   0.0150 | 55853227 |     459
   8120000 | 0.010 | 0.644 | 2000000 |   0.0147 | 55922091 |     460
   8130000 | 0.010 | 0.644 | 2000000 |   0.0147 | 55990961 |     466
   8140000 | 0.010 | 0.644 | 2000000 |   0.0149 | 56059817 |     462
   8150000 | 0.010 | 0.644 | 2000000 |   0.0149 | 56128697 |     452
   8160000 | 0.010 | 0.645 | 2000000 |   0.0150 | 56197574 |     457
   8170000 | 0.010 | 0.645 | 2000000 |   0.0148 | 56266461 |     454
   8180000 | 0.010 | 0.645 | 2000000 |   0.0147 | 56335316 |     465
   8190000 | 0.010 | 0.646 | 2000000 |   0.0148 | 56404188 |     462
   8200000 | 0.010 | 0.646 | 2000000 |   0.0147 | 56473039 |     464
   8210000 | 0.010 | 0.646 | 2000000 |   0.0149 | 56541923 |     459
   8220000 | 0.010 | 0.647 | 2000000 |   0.0148 | 56610795 |     465
   8230000 | 0.010 | 0.647 | 2000000 |   0.0147 | 56679667 |     462
   8240000 | 0.010 | 0.647 | 2000000 |   0.0147 | 56748531 |     462
   8250000 | 0.010 | 0.647 | 2000000 |   0.0146 | 56817432 |     467
   8260000 | 0.010 | 0.648 | 2000000 |   0.0149 | 56886313 |     462
   8270000 | 0.010 | 0.648 | 2000000 |   0.0147 | 56955201 |     464
   8280000 | 0.010 | 0.648 | 2000000 |   0.0147 | 57024072 |     457
   8290000 | 0.010 | 0.649 | 2000000 |   0.0147 | 57092948 |     444
   8300000 | 0.010 | 0.649 | 2000000 |   0.0146 | 57161816 |     438
   8310000 | 0.010 | 0.649 | 2000000 |   0.0145 | 57230670 |     456
   8320000 | 0.010 | 0.650 | 2000000 |   0.0145 | 57299546 |     465
   8330000 | 0.010 | 0.650 | 2000000 |   0.0145 | 57368423 |     441
   8340000 | 0.010 | 0.650 | 2000000 |   0.0145 | 57437290 |     440
   8350000 | 0.010 | 0.650 | 2000000 |   0.0145 | 57506170 |     442
   8360000 | 0.010 | 0.651 | 2000000 |   0.0144 | 57575038 |     441
   8370000 | 0.010 | 0.651 | 2000000 |   0.0144 | 57643915 |     429
   8380000 | 0.010 | 0.651 | 2000000 |   0.0146 | 57712786 |     404
   8390000 | 0.010 | 0.652 | 2000000 |   0.0147 | 57781656 |     367
   8400000 | 0.010 | 0.652 | 2000000 |   0.0146 | 57850507 |     379
   8410000 | 0.010 | 0.652 | 2000000 |   0.0144 | 57919389 |     382
   8420000 | 0.010 | 0.653 | 2000000 |   0.0143 | 57988233 |     376
   8430000 | 0.010 | 0.653 | 2000000 |   0.0144 | 58057111 |     387
   8440000 | 0.010 | 0.653 | 2000000 |   0.0144 | 58125977 |     392
   8450000 | 0.010 | 0.653 | 2000000 |   0.0144 | 58194849 |     398
   8460000 | 0.010 | 0.654 | 2000000 |   0.0145 | 58263712 |     386
   8470000 | 0.010 | 0.654 | 2000000 |   0.0144 | 58332577 |     381
   8480000 | 0.010 | 0.654 | 2000000 |   0.0144 | 58401452 |     387
   8490000 | 0.010 | 0.655 | 2000000 |   0.0142 | 58470326 |     386
   8500000 | 0.010 | 0.655 | 2000000 |   0.0143 | 58539183 |     374
  [SAVE] models/dmc_8500000.safetensors
   8510000 | 0.010 | 0.655 | 2000000 |   0.0142 | 58608062 |     374
   8520000 | 0.010 | 0.656 | 2000000 |   0.0143 | 58676943 |     385
   8530000 | 0.010 | 0.656 | 2000000 |   0.0143 | 58745805 |     373
   8540000 | 0.010 | 0.656 | 2000000 |   0.0142 | 58814672 |     379
   8550000 | 0.010 | 0.656 | 2000000 |   0.0142 | 58883538 |     389
   8560000 | 0.010 | 0.657 | 2000000 |   0.0141 | 58952404 |     378
   8570000 | 0.010 | 0.657 | 2000000 |   0.0142 | 59021285 |     402
   8580000 | 0.010 | 0.657 | 2000000 |   0.0141 | 59090153 |     464
   8590000 | 0.010 | 0.658 | 2000000 |   0.0142 | 59159013 |     466
   8600000 | 0.010 | 0.658 | 2000000 |   0.0140 | 59227882 |     464
   8610000 | 0.010 | 0.658 | 2000000 |   0.0143 | 59296756 |     457
   8620000 | 0.010 | 0.659 | 2000000 |   0.0139 | 59365636 |     461
   8630000 | 0.010 | 0.659 | 2000000 |   0.0140 | 59434499 |     464
   8640000 | 0.010 | 0.659 | 2000000 |   0.0141 | 59503364 |     465
   8650000 | 0.010 | 0.659 | 2000000 |   0.0139 | 59572229 |     467
   8660000 | 0.010 | 0.660 | 2000000 |   0.0140 | 59641085 |     462
   8670000 | 0.010 | 0.660 | 2000000 |   0.0140 | 59709954 |     464
   8680000 | 0.010 | 0.660 | 2000000 |   0.0141 | 59778824 |     469
   8690000 | 0.010 | 0.661 | 2000000 |   0.0140 | 59847704 |     458
   8700000 | 0.010 | 0.661 | 2000000 |   0.0137 | 59916576 |     465
   8710000 | 0.010 | 0.661 | 2000000 |   0.0138 | 59985435 |     454
   8720000 | 0.010 | 0.662 | 2000000 |   0.0137 | 60054308 |     414
   8730000 | 0.010 | 0.662 | 2000000 |   0.0138 | 60123181 |     469
   8740000 | 0.010 | 0.662 | 2000000 |   0.0138 | 60192058 |     469
   8750000 | 0.010 | 0.662 | 2000000 |   0.0138 | 60260917 |     471
   8760000 | 0.010 | 0.663 | 2000000 |   0.0138 | 60329788 |     467
   8770000 | 0.010 | 0.663 | 2000000 |   0.0138 | 60398659 |     464
   8780000 | 0.010 | 0.663 | 2000000 |   0.0137 | 60467529 |     463
   8790000 | 0.010 | 0.664 | 2000000 |   0.0136 | 60536405 |     460
   8800000 | 0.010 | 0.664 | 2000000 |   0.0140 | 60605263 |     459
   8810000 | 0.010 | 0.664 | 2000000 |   0.0136 | 60674130 |     462
   8820000 | 0.010 | 0.665 | 2000000 |   0.0134 | 60743009 |     468
   8830000 | 0.010 | 0.665 | 2000000 |   0.0136 | 60811883 |     451
   8840000 | 0.010 | 0.665 | 2000000 |   0.0138 | 60880744 |     440
   8850000 | 0.010 | 0.665 | 2000000 |   0.0136 | 60949611 |     455
   8860000 | 0.010 | 0.666 | 2000000 |   0.0136 | 61018471 |     453
   8870000 | 0.010 | 0.666 | 2000000 |   0.0137 | 61087360 |     456
   8880000 | 0.010 | 0.666 | 2000000 |   0.0138 | 61156208 |     455
   8890000 | 0.010 | 0.667 | 2000000 |   0.0136 | 61225108 |     453
   8900000 | 0.010 | 0.667 | 2000000 |   0.0136 | 61293981 |     444
   8910000 | 0.010 | 0.667 | 2000000 |   0.0136 | 61362873 |     456
   8920000 | 0.010 | 0.668 | 2000000 |   0.0133 | 61431732 |     456
   8930000 | 0.010 | 0.668 | 2000000 |   0.0136 | 61500581 |     459
   8940000 | 0.010 | 0.668 | 2000000 |   0.0135 | 61569450 |     460
   8950000 | 0.010 | 0.668 | 2000000 |   0.0133 | 61638315 |     459
   8960000 | 0.010 | 0.669 | 2000000 |   0.0132 | 61707199 |     455
   8970000 | 0.010 | 0.669 | 2000000 |   0.0135 | 61776089 |     459
   8980000 | 0.010 | 0.669 | 2000000 |   0.0135 | 61844947 |     461
   8990000 | 0.010 | 0.670 | 2000000 |   0.0132 | 61913815 |     467
   9000000 | 0.010 | 0.670 | 2000000 |   0.0135 | 61982693 |     469
  [EVAL] deals 68% | rand 96% (19s)
  [SAVE] models/dmc_9000000.safetensors
   9010000 | 0.010 | 0.670 | 2000000 |   0.0134 | 62051553 |     248
   9020000 | 0.010 | 0.671 | 2000000 |   0.0133 | 62120422 |     461
   9030000 | 0.010 | 0.671 | 2000000 |   0.0133 | 62189300 |     468
   9040000 | 0.010 | 0.671 | 2000000 |   0.0132 | 62258166 |     463
   9050000 | 0.010 | 0.671 | 2000000 |   0.0133 | 62327043 |     453
   9060000 | 0.010 | 0.672 | 2000000 |   0.0133 | 62395906 |     436
   9070000 | 0.010 | 0.672 | 2000000 |   0.0135 | 62464767 |     457
   9080000 | 0.010 | 0.672 | 2000000 |   0.0133 | 62533646 |     456
   9090000 | 0.010 | 0.673 | 2000000 |   0.0131 | 62602498 |     463
   9100000 | 0.010 | 0.673 | 2000000 |   0.0132 | 62671370 |     447
   9110000 | 0.010 | 0.673 | 2000000 |   0.0134 | 62740245 |     446
   9120000 | 0.010 | 0.674 | 2000000 |   0.0132 | 62809117 |     431
   9130000 | 0.010 | 0.674 | 2000000 |   0.0133 | 62878001 |     443
   9140000 | 0.010 | 0.674 | 2000000 |   0.0134 | 62946864 |     466
   9150000 | 0.010 | 0.674 | 2000000 |   0.0132 | 63015749 |     463
   9160000 | 0.010 | 0.675 | 2000000 |   0.0130 | 63084619 |     454
   9170000 | 0.010 | 0.675 | 2000000 |   0.0129 | 63153499 |     447
   9180000 | 0.010 | 0.675 | 2000000 |   0.0132 | 63222365 |     444
   9190000 | 0.010 | 0.676 | 2000000 |   0.0133 | 63291256 |     448
   9200000 | 0.010 | 0.676 | 2000000 |   0.0132 | 63360111 |     455
   9210000 | 0.010 | 0.676 | 2000000 |   0.0131 | 63428986 |     461
   9220000 | 0.010 | 0.677 | 2000000 |   0.0130 | 63497862 |     459
   9230000 | 0.010 | 0.677 | 2000000 |   0.0129 | 63566725 |     385
   9240000 | 0.010 | 0.677 | 2000000 |   0.0131 | 63635601 |     383
   9250000 | 0.010 | 0.677 | 2000000 |   0.0131 | 63704461 |     385
   9260000 | 0.010 | 0.678 | 2000000 |   0.0131 | 63773326 |     390
   9270000 | 0.010 | 0.678 | 2000000 |   0.0130 | 63842189 |     386
   9280000 | 0.010 | 0.678 | 2000000 |   0.0130 | 63911079 |     384
   9290000 | 0.010 | 0.679 | 2000000 |   0.0129 | 63979952 |     377
   9300000 | 0.010 | 0.679 | 2000000 |   0.0130 | 64048818 |     379
   9310000 | 0.010 | 0.679 | 2000000 |   0.0130 | 64117694 |     383
   9320000 | 0.010 | 0.680 | 2000000 |   0.0129 | 64186564 |     389
   9330000 | 0.010 | 0.680 | 2000000 |   0.0130 | 64255447 |     383
   9340000 | 0.010 | 0.680 | 2000000 |   0.0130 | 64324310 |     371
   9350000 | 0.010 | 0.680 | 2000000 |   0.0129 | 64393179 |     389
   9360000 | 0.010 | 0.681 | 2000000 |   0.0128 | 64462053 |     381
   9370000 | 0.010 | 0.681 | 2000000 |   0.0128 | 64530910 |     382
   9380000 | 0.010 | 0.681 | 2000000 |   0.0128 | 64599784 |     388
   9390000 | 0.010 | 0.682 | 2000000 |   0.0126 | 64668666 |     394
   9400000 | 0.010 | 0.682 | 2000000 |   0.0128 | 64737536 |     384
   9410000 | 0.010 | 0.682 | 2000000 |   0.0128 | 64806407 |     382
   9420000 | 0.010 | 0.683 | 2000000 |   0.0127 | 64875255 |     382
   9430000 | 0.010 | 0.683 | 2000000 |   0.0127 | 64944119 |     390
   9440000 | 0.010 | 0.683 | 2000000 |   0.0128 | 65012994 |     386
   9450000 | 0.010 | 0.683 | 2000000 |   0.0126 | 65081864 |     389
   9460000 | 0.010 | 0.684 | 2000000 |   0.0127 | 65150729 |     390
   9470000 | 0.010 | 0.684 | 2000000 |   0.0127 | 65219586 |     388
   9480000 | 0.010 | 0.684 | 2000000 |   0.0127 | 65288460 |     386
   9490000 | 0.010 | 0.685 | 2000000 |   0.0126 | 65357319 |     390
   9500000 | 0.010 | 0.685 | 2000000 |   0.0125 | 65426195 |     396
  [SAVE] models/dmc_9500000.safetensors
   9510000 | 0.010 | 0.685 | 2000000 |   0.0125 | 65495097 |     391
   9520000 | 0.010 | 0.686 | 2000000 |   0.0125 | 65563977 |     387
   9530000 | 0.010 | 0.686 | 2000000 |   0.0125 | 65632866 |     386
   9540000 | 0.010 | 0.686 | 2000000 |   0.0126 | 65701722 |     414
   9550000 | 0.010 | 0.686 | 2000000 |   0.0126 | 65770595 |     433
   9560000 | 0.010 | 0.687 | 2000000 |   0.0124 | 65839462 |     456
   9570000 | 0.010 | 0.687 | 2000000 |   0.0126 | 65908329 |     448
   9580000 | 0.010 | 0.687 | 2000000 |   0.0125 | 65977188 |     442
   9590000 | 0.010 | 0.688 | 2000000 |   0.0125 | 66046075 |     441
   9600000 | 0.010 | 0.688 | 2000000 |   0.0123 | 66114942 |     437
   9610000 | 0.010 | 0.688 | 2000000 |   0.0124 | 66183817 |     446
   9620000 | 0.010 | 0.689 | 2000000 |   0.0124 | 66252673 |     440
   9630000 | 0.010 | 0.689 | 2000000 |   0.0123 | 66321530 |     451
   9640000 | 0.010 | 0.689 | 2000000 |   0.0124 | 66390387 |     439
   9650000 | 0.010 | 0.689 | 2000000 |   0.0123 | 66459243 |     434
   9660000 | 0.010 | 0.690 | 2000000 |   0.0123 | 66528120 |     450
   9670000 | 0.010 | 0.690 | 2000000 |   0.0123 | 66596983 |     446
   9680000 | 0.010 | 0.690 | 2000000 |   0.0125 | 66665866 |     440
   9690000 | 0.010 | 0.691 | 2000000 |   0.0123 | 66734745 |     446
   9700000 | 0.010 | 0.691 | 2000000 |   0.0125 | 66803606 |     443
   9710000 | 0.010 | 0.691 | 2000000 |   0.0124 | 66872495 |     436
   9720000 | 0.010 | 0.692 | 2000000 |   0.0123 | 66941365 |     441
   9730000 | 0.010 | 0.692 | 2000000 |   0.0124 | 67010236 |     434
   9740000 | 0.010 | 0.692 | 2000000 |   0.0123 | 67079116 |     440
   9750000 | 0.010 | 0.692 | 2000000 |   0.0124 | 67147979 |     429
   9760000 | 0.010 | 0.693 | 2000000 |   0.0122 | 67216843 |     432
   9770000 | 0.010 | 0.693 | 2000000 |   0.0122 | 67285698 |     440
   9780000 | 0.010 | 0.693 | 2000000 |   0.0123 | 67354559 |     438
   9790000 | 0.010 | 0.694 | 2000000 |   0.0122 | 67423438 |     436
   9800000 | 0.010 | 0.694 | 2000000 |   0.0121 | 67492311 |     440
   9810000 | 0.010 | 0.694 | 2000000 |   0.0121 | 67561177 |     444
   9820000 | 0.010 | 0.695 | 2000000 |   0.0122 | 67630046 |     434
   9830000 | 0.010 | 0.695 | 2000000 |   0.0122 | 67698919 |     431
   9840000 | 0.010 | 0.695 | 2000000 |   0.0123 | 67767783 |     444
   9850000 | 0.010 | 0.695 | 2000000 |   0.0121 | 67836647 |     444
   9860000 | 0.010 | 0.696 | 2000000 |   0.0121 | 67905532 |     444
   9870000 | 0.010 | 0.696 | 2000000 |   0.0121 | 67974388 |     443
   9880000 | 0.010 | 0.696 | 2000000 |   0.0123 | 68043256 |     437
   9890000 | 0.010 | 0.697 | 2000000 |   0.0121 | 68112134 |     439
